,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1595106,11.8792527,11.8781886,9.72277283,13.0726882,11.1919694,8.705567605,8.52346909,6.60702238,11.66083175,12.6135973,5.25333516,5.30593295,6.31219111
GSM1595107,13.6559423,10.4939591,10.8386136,13.1890022,12.4281801,7.3246391,7.64218437,7.791064220000001,11.68233785,13.5587422,4.94285543,6.30892357,6.911538145
GSM1595108,12.8608972,11.3601689,10.3223753,13.3321881,11.747804,8.48553657,8.65705604,7.817429205,11.53776955,13.3387465,4.94285543,6.33722269,6.643884755
GSM1595109,14.0880018,10.5982366,10.2906698,12.8600526,11.9230879,7.02943258,8.87702009,8.723680115,11.54995775,13.3161469,4.94285543,7.23610769,6.38926322
GSM1595110,8.98747619,11.3979695,9.59465507,12.4369607,10.7147337,7.4978345,8.83312559,6.865432295,11.53558595,12.0395702,4.94285543,5.25064586,6.920912845
GSM1595111,5.21850695,11.9722179,8.42037416,11.1725394,7.2922066,8.209970735,10.2014024,7.06278593,9.649909465,10.0398094,5.73997884,6.33852902,6.03338563
GSM1595112,12.0553334,11.608346,8.91399524,11.6350339,10.7086485,8.2429608,8.63076963,8.034786239999999,10.96510645,12.3764922,4.94285543,5.39228817,6.800151695
GSM1595113,12.264474,11.2731563,9.45230038,12.2669631,11.2688864,7.6147431999999995,9.50079598,7.270335125,11.10822845,11.7937122,4.95107553,5.9317012,6.46454694
GSM1595114,8.88822761,11.3487789,9.98603267,12.6409273,10.7452201,7.388039825,8.78514027,7.30282215,11.56882235,12.9944797,4.94285543,6.77934282,6.603797055
GSM1595115,6.75635147,11.3274554,9.61964428,12.1277324,10.1668426,7.4160099299999995,8.73757219,6.864640605,11.445809449999999,12.2412748,4.94285543,5.40889144,6.738481245
GSM1595116,8.53186462,11.0673237,9.63073817,12.4644868,10.5115607,7.773604710000001,9.43357977,7.024056894999999,11.25996205,12.1535674,4.94285543,6.4919855,5.947395785
